"","Id","Apellido","Nombre","Propio","Padre","Madre","PIngFam","IngFam","Hijos","Exitable","Extravagante","Pesimista","Timido","Sentimental","Dependiente","Responsable","Capaz","Sociable","Servicial","Etico","Conciente","Espiritual","Impulsivo","Desordenado","Temeroso","Vago","Apego","Empatia","Compasivo","VxH"
"41",41,"TCEDQ","LMSQH","P","P","S",0.430396753,44469.16707,4,0.997169023,0.639039916,0.109140062,0.079240993,0.861746782,0.365306857,0.079225576,0.146421483,0.483451654,0.343899774,0.899765004,0.287916878,0.316434269,0.82297858,0.808777549,0.588858718,0.566317829,0.030305531,0.284485286,0.077200943,0.726814215
"42",42,"WPBBD","NTOXP","P","P","P",0.445152535,2296.319916,0,0.928697763,0.757962554,0.365324859,0.030019112,0.038781218,0.007939082,0.753530483,0.502415959,0.391045644,0.952709873,0.016477183,0.424112098,0.389042071,0.15901878,0.663225295,0.442083613,0.323091699,0.617401549,0.59613899,0.917548327,0.748515159
"43",43,"INEKK","VEFKT","S","S","S",0.250117075,10709.15924,0,0.916313969,0.104778524,0.160715033,0.301391464,0.689139959,0.235690142,0.078854007,0.032968715,0.640438838,0.105418558,0.086961629,0.282992397,0.080012638,0.311044695,0.150343743,0.11988951,0.284320924,0.160507594,0.877101118,0.649474828,0.912165271
"44",44,"XYTYU","MHGMS","P","U","P",0.239153435,17650.2593,0,0.883236429,0.790729174,0.372211015,0.535633823,0.126674805,0.495318027,0.417401673,0.656368087,0.987765798,0.305715148,0.623142035,0.864523616,0.892588076,0.845944957,0.03048233,0.301779401,0.684730999,0.10746343,0.082362342,0.063503767,0.550392894
"45",45,"DUDWW","XHHLQ","P","S","S",0.796326182,40918.92409,0,0.418837198,0.380116432,0.021360795,0.059690422,0.008278449,0.565125192,0.099530336,0.080151679,0.44761565,0.753999646,0.953003983,0.259129125,0.38909179,0.792045457,0.501646917,0.487109218,0.64018587,0.298021243,0.66945871,0.611428607,0.436862257
"46",46,"CBOCV","YGYNH","P","S","S",0.222367168,25411.26736,0,0.811823115,0.99388723,0.694487938,0.408598434,0.588496358,0.657863267,0.047858967,0.331325391,0.075575628,0.302420734,0.700292363,0.241197704,0.90288901,0.15542422,0.303785109,0.669784322,0.977103461,0.756544897,0.704553984,0.871775746,0.176048944
"47",47,"BFPVE","LAISN","U","S","S",0.212589176,34924.1063,4,0.18783856,0.53625095,0.712359696,0.423889396,0.559580994,0.093369715,0.220074816,0.617090588,0.519308703,0.326719521,0.349747797,0.791787486,0.580493369,0.697806437,0.812427159,0.50335618,0.993440401,0.579703412,0.823769181,0.808323818,0.61004952
"48",48,"YUQTD","JRJCL","U","S","S",0.861012535,28024.1519,4,0.758890488,0.35528489,0.34344784,0.267436305,0.476450691,0.342192076,0.354591802,0.089096185,0.098548624,0.394938423,0.454270534,0.753197672,0.896981401,0.718844937,0.128996512,0.744736736,0.02087379,0.451180961,0.900388817,0.992082118,0.648907888
"49",49,"NUJYK","ONCQT","S","P","P",0.115539291,28576.65253,0,0.971645118,0.215706124,0.987529877,0.08346508,0.886788711,0.319788091,0.411981293,0.560178601,0.850333891,0.127496679,0.93094959,0.380504061,0.810635162,0.082332984,0.866012556,0.930089168,0.24671993,0.70488939,0.544628889,0.233293568,0.427841905
"50",50,"CFDRU","PGKEG","S","P","P",0.901680901,38198.12905,0,0.222387269,0.588101735,0.152412593,0.543728483,0.242559672,0.613140057,0.683750011,0.37923276,0.920015075,0.318330299,0.046095327,0.545305774,0.044717083,0.498570886,0.201785867,0.113585015,0.661144905,0.543300149,0.438493257,0.138604597,0.677784066
"51",51,"OLDUT","PWIRA","S","S","U",0.439616924,37214.25199,0,0.813341271,0.60341439,0.748471876,0.617814535,0.837596176,0.805548479,0.231628038,0.240031517,0.310772189,0.402764719,0.68931329,0.521414584,0.264287448,0.845452145,0.016123666,0.919337563,0.523914927,0.301337883,0.528096639,0.536899821,0.346281277
"52",52,"VQIJW","KKYUY","P","U","P",0.611677276,14368.91878,0,0.154924188,0.011054905,0.019364806,0.20526047,0.565347184,0.089099449,0.781193685,0.537216534,0.578130686,0.248715356,0.228906493,0.311412795,0.374465678,0.515070119,0.296333831,0.672790639,0.499541731,0.538607407,0.453194492,0.154339023,0.917652141
"53",53,"BXNTW","BDFDA","S","S","P",0.940476929,37310.51784,0,0.159479099,0.874655273,0.122661387,0.193222205,0.697256576,0.693103682,0.881343296,0.710318807,0.524218274,0.15735072,0.529123163,0.246907712,0.74331312,0.317646795,0.321974252,0.398594817,0.777184562,0.26863432,0.580275249,0.400904645,0.453348428
"54",54,"RIECD","UVGDC","U","P","P",0.139403264,32262.45041,1,0.872015895,0.941773578,0.116685494,0.290035343,0.450879333,0.62488998,0.045405012,0.441804164,0.02880807,0.168171776,0.842873627,0.610507118,0.807627137,0.630898442,0.664790389,0.441249439,0.759183296,0.276390954,0.138055921,0.335480539,0.512816823
"55",55,"OSKMT","KOORH","S","P","S",0.051024375,33129.99635,0,0.774755153,0.871201058,0.701071804,0.76743472,0.713926097,0.522840795,0.758257369,0.751890274,0.781004535,0.98416669,0.309850285,0.979936487,0.04300647,0.27017277,0.577813661,0.319649044,0.646256913,0.735942757,0.36552617,0.292671024,0.639219508
"56",56,"DUFEP","QXYGC","P","S","U",0.621057463,45293.05222,2,0.962542723,0.599206994,0.136821619,0.116889238,0.774267644,0.328743035,0.10842012,0.523947681,0.591882033,0.039885842,0.024761754,0.093584677,0.612373728,0.255113055,0.670488864,0.550292019,0.197899278,0.849544603,0.991919983,0.491835406,0.756894905
"57",57,"DIVCX","RTUOY","P","S","S",0.53141606,14660.75579,1,0.965356125,0.881306941,0.593007904,0.872940129,0.899576919,0.142708243,0.531158896,0.590140478,0.012110797,0.253565358,0.89174737,0.261949161,0.666454958,0.947488485,0.662819933,0.218360968,0.336734339,0.664880967,0.957263814,0.530285921,0.542315554
"58",58,"QJOEN","DEKPP","P","P","P",0.165769796,49238.52763,1,0.717091513,0.868503179,0.47178655,0.237928354,0.637999352,0.473183388,0.786120318,0.63070865,0.985241637,0.451766215,0.553178546,0.967766381,0.055405532,0.74402282,0.119867152,0.723335598,0.188953459,0.45366297,0.984508034,0.892526958,0.624889361
"59",59,"GOWXG","DKJYH","P","P","S",0.886873485,7575.774636,3,0.476358446,0.91512756,0.878665367,0.229067298,0.186598396,0.518747152,0.92466916,0.793037917,0.112285757,0.268860795,0.240551369,0.627441237,0.399199905,0.928402548,0.753150388,0.744152993,0.806300969,0.170195987,0.899259631,0.129894296,0.578759643
"60",60,"QNYWH","WCSCD","P","S","P",0.538755076,38951.50793,1,0.949539619,0.305699906,0.948468536,0.507724633,0.201202012,0.704500995,0.216283221,0.717960543,0.908395471,0.661246682,0.651833584,0.14460033,0.743864022,0.042396875,0.157278931,0.238598347,0.126598418,0.642345326,0.496744538,0.100864977,0.649625738
"61",61,"WYPYS","GQMLH","P","P","P",0.847556087,7714.861415,1,0.930926599,0.976815175,0.13128592,0.217866521,0.405653576,0.770897439,0.662134548,0.115605926,0.779341471,0.189969036,0.777025143,0.489603285,0.185279547,0.875901932,0.982436473,0.512150392,0.147170452,0.067376876,0.54879631,0.388186133,0.698645483
"62",62,"OMKYN","NAJII","P","S","P",0.483204488,30035.98342,1,0.711512042,0.670346315,0.243895905,0.170532581,0.322812762,0.591713305,0.355656761,0.753999529,0.755841624,0.828811726,0.338387244,0.299945345,0.745687615,0.358949719,0.063162181,0.626595457,0.149427728,0.869455492,0.041440145,0.505825058,0.782613851
"63",63,"VPBHY","MNFYI","S","S","U",0.815169206,33437.32896,2,0.495317952,0.307943103,0.576003006,0.064699805,0.928231711,0.275878992,0.651264082,0.591434228,0.667544102,0.565321227,0.008129396,0.903084152,0.783493767,0.162182368,0.153149264,0.011816631,0.311843262,0.503701726,0.604492956,0.547685194,0.982482669
"64",64,"VSMGV","RSCUB","P","P","S",0.170100367,21741.95447,0,0.519709384,0.763658501,0.504042562,0.422728984,0.933225831,0.528512137,0.231788025,0.949075304,0.594551009,0.218366782,0.26017664,0.19999982,0.305031318,0.992332685,0.974596837,0.039796695,0.33261465,0.778457936,0.828519308,0.1368293,0.597673682
"65",65,"MRLVT","IXELM","P","S","P",0.69303963,15362.94469,0,0.529557549,0.620436724,0.285172142,0.868267125,0.363777706,0.721507275,0.204046097,0.141767919,0.099545082,0.564482877,0.379865196,0.530900334,0.238775653,0.975582848,0.497856926,0.514009487,0.84920622,0.775119898,0.727931615,0.831821168,0.277525577
"66",66,"LTLMO","CXLCW","P","P","P",0.309188841,44610.71055,0,0.715856207,0.370413753,0.332169813,0.724008842,0.46055711,0.662084464,0.571792991,0.010001438,0.057481608,0.739038893,0.052644919,0.834382264,0.926599905,0.145574221,0.438564438,0.954922227,0.024891534,0.738519613,0.211094455,0.351860649,0.533513181
"67",67,"NALAK","YJSYR","U","P","S",0.127238017,25949.11347,0,0.759572713,0.42524327,0.639693835,0.287766328,0.482016396,0.809304151,0.993929173,0.100898891,0.429765882,0.317616492,0.315528013,0.687492574,0.815495653,0.414931877,0.512740935,0.291370657,0.298766598,0.110013761,0.879603811,0.508691111,0.499022407
"68",68,"HUIXM","XACCW","P","S","P",0.214942536,45071.11017,3,0.543103144,0.920328199,0.938170385,0.457619198,0.014042481,0.507796886,0.749722368,0.79244858,0.047221861,0.216213276,0.034670971,0.996845964,0.709458394,0.503949528,0.968434712,0.628372264,0.616597511,0.474017554,0.924648593,0.209833955,0.764793902
"69",69,"HUTVT","PEKPD","S","P","S",0.706846386,49156.43161,2,0.550757341,0.357535478,0.465469218,0.576899393,0.126437208,0.518651747,0.282238487,0.557652756,0.855876942,0.354140874,0.007002831,0.342684612,0.834104719,0.49056043,0.229533863,0.954007017,0.832002598,0.949445577,0.908561431,0.942360845,0.627236797
"70",70,"CUPFA","NDEJX","P","P","S",0.807569889,14804.81234,0,0.278152278,0.40015824,0.949805861,0.117382636,0.567056129,0.914889421,0.266621288,0.661310823,0.450024186,0.309449851,0.222043003,0.156199209,0.917223346,0.960642532,0.789682713,0.612642733,0.875082672,0.845688878,0.409630508,0.747597111,0.486022259
"71",71,"YVDTR","MFVJI","P","S","S",0.737148541,13874.01222,0,0.58163305,0.334333861,0.485146803,0.495061681,0.873125788,0.583006924,0.495140729,0.545017505,0.655932112,0.456925864,0.029655339,0.672014223,0.775387225,0.363011,0.375314081,0.11368518,0.985706222,0.194353758,0.164198674,0.970037632,0.544962781
"72",72,"OTMLW","JKNPP","P","S","P",0.027162601,13445.6192,0,0.463623377,0.765402202,0.514275973,0.750157295,0.351146926,0.046269623,0.843100724,0.461615037,0.936226043,0.471556223,0.990275129,0.311228352,0.344344502,0.782869846,0.121348199,0.537147213,0.327239989,0.489454554,0.841944657,0.435584991,0.499058521
"73",73,"BIYHU","XGWWF","S","P","S",0.362527481,898.2096229,1,0.783346336,0.001410721,0.305674831,0.30003681,0.000208271,0.877685018,0.882402816,0.149960576,0.418098405,0.961738759,0.89083798,0.813888064,0.308018273,0.789587429,0.344681984,0.183569136,0.861879877,0.227816772,0.30690931,0.21975307,0.808103832
"74",74,"JGTXV","QKCWF","S","P","P",0.093801663,38836.83094,0,0.30167402,0.519615274,0.972014846,0.298420171,0.380346611,0.285845241,0.452741956,0.011126048,0.141691829,0.578520866,0.356329552,0.311087863,0.83278778,0.440541042,0.443214176,0.980655093,0.908953932,0.716216544,0.178971179,0.224337242,0.385942991
"75",75,"KLLLU","BBTWV","S","S","U",0.88542738,3015.286976,0,0.776513839,0.612325918,0.807880147,0.040280771,0.174088217,0.969215448,0.342300199,0.042835522,0.262368687,0.713887659,0.348094314,0.498950703,0.914487398,0.839199145,0.711172614,0.003386606,0.704676281,0.519765713,0.42939961,0.706890403,0.411627161
"76",76,"QBMGR","KUDTI","S","S","P",0.060748062,38472.18118,0,0.9011183,0.008654899,0.402572449,0.876334613,0.901064305,0.517247514,0.277767431,0.486803906,0.299602188,0.987423976,0.29530596,0.913990416,0.738688481,0.256253672,0.604167078,0.6809915,0.317517149,0.261855008,0.359114734,0.769716212,0.509148019
"77",77,"KRRBL","PEOOW","S","S","S",0.567052739,175.6836813,0,0.455365616,0.575776711,0.926808146,0.665684607,0.597675737,0.774196407,0.799026735,0.82343108,0.496308971,0.377837896,0.152406674,0.875996945,0.419686981,0.651927113,0.345484963,0.216370012,0.608330356,0.905137344,0.270535674,0.776278915,0.561234725
"78",78,"CPMHV","TQNWU","P","P","U",0.312837871,30259.925,1,0.193622046,0.348245785,0.823552218,0.273164705,0.949059965,0.449151042,0.054515569,0.17211136,0.129828513,0.744524471,0.128243352,0.320234957,0.973936508,0.320459569,0.997268472,0.889309678,0.684555525,0.365775691,0.361580657,0.140063353,0.378414894
"79",79,"ODTDR","ONWGH","S","U","P",0.870112764,37721.01559,1,0.342822399,0.4728301,0.16391738,0.65182392,0.908723448,0.782937515,0.928168062,0.363874575,0.499573346,0.678092567,0.407639023,0.039611697,0.671800589,0.591792413,0.237228364,0.792810028,0.445199328,0.64371394,0.700629366,0.05128437,0.732586758
"80",80,"JYEUH","DFHVU","U","P","U",0.514439727,3841.504821,0,0.158716797,0.809504917,0.969776843,0.329261063,0.329945223,0.105068412,0.831773908,0.865600365,0.632885295,0.279182919,0.071152167,0.543262567,0.195277331,0.326385286,0.04394128,0.433049634,0.946339847,0.726237583,0.924050173,0.174000167,0.556169822
"81",81,"KNWTN","EDJWM","P","P","P",0.811306432,36394.68461,0,0.055182838,0.403490341,0.685890882,0.122960411,0.23279343,0.038006106,0.045264303,0.973489892,0.427813825,0.547105181,0.579172601,0.315614863,0.230452477,0.58951314,0.483126729,0.978044373,0.4070818,0.640108661,0.377253797,0.077300566,0.745262528
"82",82,"WIOPQ","LXJVI","P","S","P",0.756700279,22666.75891,2,0.507209155,0.212694236,0.535692074,0.311771703,0.34072643,0.222183656,0.880324631,0.900648281,0.377541456,0.986815201,0.945217446,0.734310615,0.408088544,0.550593479,0.737136327,0.160634934,0.105377945,0.220324476,0.631204567,0.222059227,0.664726087
"83",83,"CUMOB","LDSIS","P","U","P",0.430360115,48084.73658,4,0.607219314,0.608830979,0.06600856,0.734272586,0.242122654,0.888503068,0.383818674,0.896116309,0.25309849,0.563529267,0.927395059,0.098457436,0.430706459,0.117933902,0.249962902,0.443777781,0.093742909,0.333148474,0.18817865,0.136557934,0.817883776
